,corr,names,name,corrnames
892,"28,481,775,17,2458",Persuasion (1995);;Kalifornia (1993);;Spirits of the Dead (Tre Passi nel Delirio) (1968);;Sense and Sensibility (1995);;Armed and Dangerous (1986),Twelfth Night (1996),Persuasion (1995);;Kalifornia (1993);;Spirits of the Dead (Tre Passi nel Delirio) (1968);;Sense and Sensibility (1995);;Armed and Dangerous (1986)
893,"295,2181,1338,110,614","Pyromaniac's Love Story, A (1995);;Marnie (1964);;Braveheart (1995);;Loaded (1994)",Mother Night (1996),"Pyromaniac's Love Story, A (1995);;Marnie (1964);;Braveheart (1995);;Loaded (1994)"
895,"643,2020,689,713,2673",Peanuts - Die Bank zahlt alles (1996);;Dangerous Liaisons (1988);;Of Love and Shadows (1994);;Eternity and a Day (Mia eoniotita ke mia mera ) (1998),Venice/Venice (1992),Peanuts - Die Bank zahlt alles (1996);;Dangerous Liaisons (1988);;Of Love and Shadows (1994);;Eternity and a Day (Mia eoniotita ke mia mera ) (1998)
896,"1025,485,966,290,2396","Sword in the Stone, The (1963);;Last Action Hero (1993);;Walk in the Sun, A (1945);;Once Were Warriors (1994);;Shakespeare in Love (1998)",Wild Reeds (1994),"Sword in the Stone, The (1963);;Last Action Hero (1993);;Walk in the Sun, A (1945);;Once Were Warriors (1994);;Shakespeare in Love (1998)"
897,"3394,3108,901,1727,1997","Blind Date (1987);;Fisher King, The (1991);;Funny Face (1957);;Horse Whisperer, The (1998);;Exorcist, The (1973)",For Whom the Bell Tolls (1943),"Blind Date (1987);;Fisher King, The (1991);;Funny Face (1957);;Horse Whisperer, The (1998);;Exorcist, The (1973)"
898,"880,876,830,2851,841","Island of Dr. Moreau, The (1996);;Police Story 4: Project S (Chao ji ji hua) (1993);;First Wives Club, The (1996);;Saturn 3 (1979);;Eyes Without a Face (1959)","Philadelphia Story, The (1940)","Island of Dr. Moreau, The (1996);;Police Story 4: Project S (Chao ji ji hua) (1993);;First Wives Club, The (1996);;Saturn 3 (1979);;Eyes Without a Face (1959)"
899,"839,2343,825,1746,3399","Crow: City of Angels, The (1996);;Naked Man, The (1998);;Echte Kerle (1996);;Senseless (1998);;Sesame Street Presents Follow That Bird (1985)",Singin' in the Rain (1952),"Crow: City of Angels, The (1996);;Naked Man, The (1998);;Echte Kerle (1996);;Senseless (1998);;Sesame Street Presents Follow That Bird (1985)"
900,"3281,3332,824,863,826","Brandon Teena Story, The (1998);;Legend of Lobo, The (1962);;Kaspar Hauser (1993);;Celestial Clockwork (1994);;Diebinnen (1995)","American in Paris, An (1951)","Brandon Teena Story, The (1998);;Legend of Lobo, The (1962);;Kaspar Hauser (1993);;Celestial Clockwork (1994);;Diebinnen (1995)"
901,"863,825,3281,841,983","Celestial Clockwork (1994);;Echte Kerle (1996);;Brandon Teena Story, The (1998);;Eyes Without a Face (1959);;Madagascar Skin (1995)",Funny Face (1957),"Celestial Clockwork (1994);;Echte Kerle (1996);;Brandon Teena Story, The (1998);;Eyes Without a Face (1959);;Madagascar Skin (1995)"
902,"840,841,857,836,858","House Arrest (1996);;Eyes Without a Face (1959);;Crows and Sparrows (1949);;Chain Reaction (1996);;Godfather, The (1972)",Breakfast at Tiffany's (1961),"House Arrest (1996);;Eyes Without a Face (1959);;Crows and Sparrows (1949);;Chain Reaction (1996);;Godfather, The (1972)"
903,"829,999,833,1106,1981","Joe's Apartment (1996);;2 Days in the Valley (1996);;High School High (1996);;Leopard Son, The (1996);;Friday the 13th Part VIII: Jason Takes Manhattan (1989)",Vertigo (1958),"Joe's Apartment (1996);;2 Days in the Valley (1996);;High School High (1996);;Leopard Son, The (1996);;Friday the 13th Part VIII: Jason Takes Manhattan (1989)"
904,"828,999,833,1981,1974","Adventures of Pinocchio, The (1996);;2 Days in the Valley (1996);;High School High (1996);;Friday the 13th Part VIII: Jason Takes Manhattan (1989);;Friday the 13th (1980)",Rear Window (1954),"Adventures of Pinocchio, The (1996);;2 Days in the Valley (1996);;High School High (1996);;Friday the 13th Part VIII: Jason Takes Manhattan (1989);;Friday the 13th (1980)"
905,"880,876,2697,872,823","Island of Dr. Moreau, The (1996);;Police Story 4: Project S (Chao ji ji hua) (1993);;My Son the Fanatic (1998);;Aiqing wansui (1994);;Collectionneuse, La (1967)",It Happened One Night (1934),"Island of Dr. Moreau, The (1996);;Police Story 4: Project S (Chao ji ji hua) (1993);;My Son the Fanatic (1998);;Aiqing wansui (1994);;Collectionneuse, La (1967)"
906,"856,2005,2003,855,853","Mille bolle blu (1993);;Goonies, The (1985);;Gremlins (1984);;Every Other Weekend (1990);;Dingo (1992)",Gaslight (1944),"Mille bolle blu (1993);;Goonies, The (1985);;Gremlins (1984);;Every Other Weekend (1990);;Dingo (1992)"
907,"983,870,872,861,2697",Madagascar Skin (1995);;Gone Fishin' (1997);;Aiqing wansui (1994);;Supercop (1992);;My Son the Fanatic (1998),"Gay Divorcee, The (1934)",Madagascar Skin (1995);;Gone Fishin' (1997);;Aiqing wansui (1994);;Supercop (1992);;My Son the Fanatic (1998)
908,"828,829,1661,1161,1981","Adventures of Pinocchio, The (1996);;Joe's Apartment (1996);;Switchback (1997);;Tin Drum, The (Blechtrommel, Die) (1979);;Friday the 13th Part VIII: Jason Takes Manhattan (1989)",North by Northwest (1959),"Adventures of Pinocchio, The (1996);;Joe's Apartment (1996);;Switchback (1997);;Tin Drum, The (Blechtrommel, Die) (1979);;Friday the 13th Part VIII: Jason Takes Manhattan (1989)"
909,"2831,3240,3186,3237,1749","Dog of Flanders, A (1999);;Big Tease, The (1999);;Girl, Interrupted (1999);;Kestrel's Eye (Falkens öga) (1998);;Leading Man, The (1996)","Apartment, The (1960)","Dog of Flanders, A (1999);;Big Tease, The (1999);;Girl, Interrupted (1999);;Kestrel's Eye (Falkens öga) (1998);;Leading Man, The (1996)"
910,"876,880,830,823,2627","Police Story 4: Project S (Chao ji ji hua) (1993);;Island of Dr. Moreau, The (1996);;First Wives Club, The (1996);;Collectionneuse, La (1967);;Endurance (1998)",Some Like It Hot (1959),"Police Story 4: Project S (Chao ji ji hua) (1993);;Island of Dr. Moreau, The (1996);;First Wives Club, The (1996);;Collectionneuse, La (1967);;Endurance (1998)"
911,"858,840,841,827,855","Godfather, The (1972);;House Arrest (1996);;Eyes Without a Face (1959);;Convent, The (Convento, O) (1995);;Every Other Weekend (1990)",Charade (1963),"Godfather, The (1972);;House Arrest (1996);;Eyes Without a Face (1959);;Convent, The (Convento, O) (1995);;Every Other Weekend (1990)"
912,"912,848,894,2925,838","Casablanca (1942);;Spitfire Grill, The (1996);;Liebelei (1933);;Conformist, The (Il Conformista) (1970);;Emma (1996)",Casablanca (1942),"Casablanca (1942);;Spitfire Grill, The (1996);;Liebelei (1933);;Conformist, The (Il Conformista) (1970);;Emma (1996)"
913,"1176,3075,3170,867,1864","Double Life of Veronique, The (La Double Vie de Véronique) (1991);;Repulsion (1965);;Hi-Yo Silver (1940);;Carpool (1996);;Sour Grapes (1998)","Maltese Falcon, The (1941)","Double Life of Veronique, The (La Double Vie de Véronique) (1991);;Repulsion (1965);;Hi-Yo Silver (1940);;Carpool (1996);;Sour Grapes (1998)"
914,"1746,2343,2703,863,824","Senseless (1998);;Naked Man, The (1998);;Broken Vessels (1998);;Celestial Clockwork (1994);;Kaspar Hauser (1993)",My Fair Lady (1964),"Senseless (1998);;Naked Man, The (1998);;Broken Vessels (1998);;Celestial Clockwork (1994);;Kaspar Hauser (1993)"
915,"841,858,836,827,823","Eyes Without a Face (1959);;Godfather, The (1972);;Chain Reaction (1996);;Convent, The (Convento, O) (1995);;Collectionneuse, La (1967)",Sabrina (1954),"Eyes Without a Face (1959);;Godfather, The (1972);;Chain Reaction (1996);;Convent, The (Convento, O) (1995);;Collectionneuse, La (1967)"
916,"840,823,858,836,827","House Arrest (1996);;Collectionneuse, La (1967);;Godfather, The (1972);;Chain Reaction (1996);;Convent, The (Convento, O) (1995)",Roman Holiday (1953),"House Arrest (1996);;Collectionneuse, La (1967);;Godfather, The (1972);;Chain Reaction (1996);;Convent, The (Convento, O) (1995)"
917,"857,3338,2339,2182,3399","Crows and Sparrows (1949);;For All Mankind (1989);;I'll Be Home For Christmas (1998);;Wrong Man, The (1956);;Sesame Street Presents Follow That Bird (1985)","Little Princess, The (1939)","Crows and Sparrows (1949);;For All Mankind (1989);;I'll Be Home For Christmas (1998);;Wrong Man, The (1956);;Sesame Street Presents Follow That Bird (1985)"
918,"3332,3325,860,825,870","Legend of Lobo, The (1962);;Next Best Thing, The (2000);;Maybe, Maybe Not (Bewegte Mann, Der) (1994);;Echte Kerle (1996);;Gone Fishin' (1997)",Meet Me in St. Louis (1944),"Legend of Lobo, The (1962);;Next Best Thing, The (2000);;Maybe, Maybe Not (Bewegte Mann, Der) (1994);;Echte Kerle (1996);;Gone Fishin' (1997)"
919,"793,949,3027,824,988",My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993);;East of Eden (1955);;Slaughterhouse 2 (1988);;Kaspar Hauser (1993);;Grace of My Heart (1996),"Wizard of Oz, The (1939)",My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993);;East of Eden (1955);;Slaughterhouse 2 (1988);;Kaspar Hauser (1993);;Grace of My Heart (1996)
920,"1865,1743,3057,1734,839","Wild Man Blues (1998);;Arguing the World (1996);;Where's Marlowe? (1999);;My Life in Pink (Ma vie en rose) (1997);;Crow: City of Angels, The (1996)",Gone with the Wind (1939),"Wild Man Blues (1998);;Arguing the World (1996);;Where's Marlowe? (1999);;My Life in Pink (Ma vie en rose) (1997);;Crow: City of Angels, The (1996)"
921,"1131,3096,1928,3339,1148","Jean de Florette (1986);;My Man Godfrey (1957);;Cimarron (1931);;Cross of Iron (1977);;Wrong Trousers, The (1993)",My Favorite Year (1982),"Jean de Florette (1986);;My Man Godfrey (1957);;Cimarron (1931);;Cross of Iron (1977);;Wrong Trousers, The (1993)"
922,"3170,1864,867,2702,1140",Hi-Yo Silver (1940);;Sour Grapes (1998);;Carpool (1996);;Summer of Sam (1999);;Entertaining Angels: The Dorothy Day Story (1996),Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Hi-Yo Silver (1940);;Sour Grapes (1998);;Carpool (1996);;Summer of Sam (1999);;Entertaining Angels: The Dorothy Day Story (1996)
923,"529,837,1744,878,2849",Searching for Bobby Fischer (1993);;Matilda (1996);;Firestorm (1998);;Bye-Bye (1995);;Queens Logic (1991),Citizen Kane (1941),Searching for Bobby Fischer (1993);;Matilda (1996);;Firestorm (1998);;Bye-Bye (1995);;Queens Logic (1991)
924,"1633,2096,628,3204,2228","Ulee's Gold (1997);;Sleeping Beauty (1959);;Primal Fear (1996);;Boys from Brazil, The (1978);;Mountain Eagle, The (1926)",2001: A Space Odyssey (1968),"Ulee's Gold (1997);;Sleeping Beauty (1959);;Primal Fear (1996);;Boys from Brazil, The (1978);;Mountain Eagle, The (1926)"
925,"618,1271,1048,1652,2970",Two Much (1996);;Fried Green Tomatoes (1991);;Year of the Horse (1997);;Fitzcarraldo (1982),Golden Earrings (1947),Two Much (1996);;Fried Green Tomatoes (1991);;Year of the Horse (1997);;Fitzcarraldo (1982)
926,"2383,896,1017,1738,1728","Police Academy 6: City Under Siege (1989);;Wild Reeds (1994);;Swiss Family Robinson (1960);;Vermin (1998);;Winter Guest, The (1997)",All About Eve (1950),"Police Academy 6: City Under Siege (1989);;Wild Reeds (1994);;Swiss Family Robinson (1960);;Vermin (1998);;Winter Guest, The (1997)"
927,"2697,2699,860,870,2851","My Son the Fanatic (1998);;Arachnophobia (1990);;Maybe, Maybe Not (Bewegte Mann, Der) (1994);;Gone Fishin' (1997);;Saturn 3 (1979)","Women, The (1939)","My Son the Fanatic (1998);;Arachnophobia (1990);;Maybe, Maybe Not (Bewegte Mann, Der) (1994);;Gone Fishin' (1997);;Saturn 3 (1979)"
928,"856,855,2003,831,823","Mille bolle blu (1993);;Every Other Weekend (1990);;Gremlins (1984);;Stonewall (1995);;Collectionneuse, La (1967)",Rebecca (1940),"Mille bolle blu (1993);;Every Other Weekend (1990);;Gremlins (1984);;Stonewall (1995);;Collectionneuse, La (1967)"
929,"2007,890,2005,2001,3265","Polish Wedding (1998);;Baton Rouge (1988);;Goonies, The (1985);;Lethal Weapon 2 (1989);;Hard-Boiled (Lashou shentan) (1992)",Foreign Correspondent (1940),"Polish Wedding (1998);;Baton Rouge (1988);;Goonies, The (1985);;Lethal Weapon 2 (1989);;Hard-Boiled (Lashou shentan) (1992)"
930,"2000,1984,2003,853,867",Lethal Weapon (1987);;Halloween III: Season of the Witch (1983);;Gremlins (1984);;Dingo (1992);;Carpool (1996),Notorious (1946),Lethal Weapon (1987);;Halloween III: Season of the Witch (1983);;Gremlins (1984);;Dingo (1992);;Carpool (1996)
931,"2003,831,853,855,2009",Gremlins (1984);;Stonewall (1995);;Dingo (1992);;Every Other Weekend (1990);;Soylent Green (1973),Spellbound (1945),Gremlins (1984);;Stonewall (1995);;Dingo (1992);;Every Other Weekend (1990);;Soylent Green (1973)
932,"842,827,840,841,863","Tales from the Crypt Presents: Bordello of Blood (1996);;Convent, The (Convento, O) (1995);;House Arrest (1996);;Eyes Without a Face (1959);;Celestial Clockwork (1994)","Affair to Remember, An (1957)","Tales from the Crypt Presents: Bordello of Blood (1996);;Convent, The (Convento, O) (1995);;House Arrest (1996);;Eyes Without a Face (1959);;Celestial Clockwork (1994)"
933,"836,840,841,1161,2850","Chain Reaction (1996);;House Arrest (1996);;Eyes Without a Face (1959);;Tin Drum, The (Blechtrommel, Die) (1979);;Public Access (1993)",To Catch a Thief (1955),"Chain Reaction (1996);;House Arrest (1996);;Eyes Without a Face (1959);;Tin Drum, The (Blechtrommel, Die) (1979);;Public Access (1993)"
934,"2634,3249,937,1733,1841","Mummy, The (1959);;Hand That Rocks the Cradle, The (1992);;Love in the Afternoon (1957);;Afterglow (1997);;Gingerbread Man, The (1998)",Father of the Bride (1950),"Mummy, The (1959);;Hand That Rocks the Cradle, The (1992);;Love in the Afternoon (1957);;Afterglow (1997);;Gingerbread Man, The (1998)"
935,"983,1731,832,3332,1725","Madagascar Skin (1995);;Mr. Magoo (1997);;Ransom (1996);;Legend of Lobo, The (1962);;Education of Little Tree, The (1997)","Band Wagon, The (1953)","Madagascar Skin (1995);;Mr. Magoo (1997);;Ransom (1996);;Legend of Lobo, The (1962);;Education of Little Tree, The (1997)"
936,"2699,2697,832,872,871",Arachnophobia (1990);;My Son the Fanatic (1998);;Ransom (1996);;Aiqing wansui (1994);;Lover's Knot (1996),Ninotchka (1939),Arachnophobia (1990);;My Son the Fanatic (1998);;Ransom (1996);;Aiqing wansui (1994);;Lover's Knot (1996)
937,"840,841,895,2851,836",House Arrest (1996);;Eyes Without a Face (1959);;Venice/Venice (1992);;Saturn 3 (1979);;Chain Reaction (1996),Love in the Afternoon (1957),House Arrest (1996);;Eyes Without a Face (1959);;Venice/Venice (1992);;Saturn 3 (1979);;Chain Reaction (1996)
938,"2703,826,3281,839,825","Broken Vessels (1998);;Diebinnen (1995);;Brandon Teena Story, The (1998);;Crow: City of Angels, The (1996);;Echte Kerle (1996)",Gigi (1958),"Broken Vessels (1998);;Diebinnen (1995);;Brandon Teena Story, The (1998);;Crow: City of Angels, The (1996);;Echte Kerle (1996)"
939,"1833,104,2805,738,3088","Mercury Rising (1998);;Happy Gilmore (1996);;Mickey Blue Eyes (1999);;Garcu, Le (1995);;Harvey (1950)","Reluctant Debutante, The (1958)","Mercury Rising (1998);;Happy Gilmore (1996);;Mickey Blue Eyes (1999);;Garcu, Le (1995);;Harvey (1950)"
940,"1120,3142,1179,1724,986","People vs. Larry Flynt, The (1996);;U2: Rattle and Hum (1988);;Grifters, The (1990);;Full Speed (1996);;Fly Away Home (1996)","Adventures of Robin Hood, The (1938)","People vs. Larry Flynt, The (1996);;U2: Rattle and Hum (1988);;Grifters, The (1990);;Full Speed (1996);;Fly Away Home (1996)"
941,"907,2556,3644,1103,204","Gay Divorcee, The (1934);;Telling You (1998);;Dark Command (1940);;Rebel Without a Cause (1955);;Under Siege 2: Dark Territory (1995)","Mark of Zorro, The (1940)","Gay Divorcee, The (1934);;Telling You (1998);;Dark Command (1940);;Rebel Without a Cause (1955);;Under Siege 2: Dark Territory (1995)"
942,"2702,1864,986,3170,1176","Summer of Sam (1999);;Sour Grapes (1998);;Fly Away Home (1996);;Hi-Yo Silver (1940);;Double Life of Veronique, The (La Double Vie de Véronique) (1991)",Laura (1944),"Summer of Sam (1999);;Sour Grapes (1998);;Fly Away Home (1996);;Hi-Yo Silver (1940);;Double Life of Veronique, The (La Double Vie de Véronique) (1991)"
943,"898,1735,872,881,858","Philadelphia Story, The (1940);;Great Expectations (1998);;Aiqing wansui (1994);;First Kid (1996);;Godfather, The (1972)","Ghost and Mrs. Muir, The (1947)","Philadelphia Story, The (1940);;Great Expectations (1998);;Aiqing wansui (1994);;First Kid (1996);;Godfather, The (1972)"
944,"887,2667,3460,3265,3568","Talk of Angels (1998);;Mole People, The (1956);;Hillbillys in a Haunted House (1967);;Hard-Boiled (Lashou shentan) (1992);;Smiling Fish and Goat on Fire (1999)",Lost Horizon (1937),"Talk of Angels (1998);;Mole People, The (1956);;Hillbillys in a Haunted House (1967);;Hard-Boiled (Lashou shentan) (1992);;Smiling Fish and Goat on Fire (1999)"
945,"832,983,872,876,830","Ransom (1996);;Madagascar Skin (1995);;Aiqing wansui (1994);;Police Story 4: Project S (Chao ji ji hua) (1993);;First Wives Club, The (1996)",Top Hat (1935),"Ransom (1996);;Madagascar Skin (1995);;Aiqing wansui (1994);;Police Story 4: Project S (Chao ji ji hua) (1993);;First Wives Club, The (1996)"
946,"872,832,861,984,2698","Aiqing wansui (1994);;Ransom (1996);;Supercop (1992);;Pompatus of Love, The (1996);;Zone 39 (1997)",To Be or Not to Be (1942),"Aiqing wansui (1994);;Ransom (1996);;Supercop (1992);;Pompatus of Love, The (1996);;Zone 39 (1997)"
947,"871,832,2697,876,2850",Lover's Knot (1996);;Ransom (1996);;My Son the Fanatic (1998);;Police Story 4: Project S (Chao ji ji hua) (1993);;Public Access (1993),My Man Godfrey (1936),Lover's Knot (1996);;Ransom (1996);;My Son the Fanatic (1998);;Police Story 4: Project S (Chao ji ji hua) (1993);;Public Access (1993)
948,"1016,906,874,3278,3116","Shaggy Dog, The (1959);;Gaslight (1944);;Killer: A Journal of Murder (1995);;Gendernauts (1999);;Miss Julie (1999)",Giant (1956),"Shaggy Dog, The (1959);;Gaslight (1944);;Killer: A Journal of Murder (1995);;Gendernauts (1999);;Miss Julie (1999)"
949,"1016,1737,1741,3511,2849","Shaggy Dog, The (1959);;Midaq Alley (Callejón de los milagros, El) (1995);;Ready to Rumble (2000);;Queens Logic (1991)",East of Eden (1955),"Shaggy Dog, The (1959);;Midaq Alley (Callejón de los milagros, El) (1995);;Ready to Rumble (2000);;Queens Logic (1991)"
950,"854,831,2005,2003,871","Ballad of Narayama, The (Narayama Bushiko) (1958);;Stonewall (1995);;Goonies, The (1985);;Gremlins (1984);;Lover's Knot (1996)","Thin Man, The (1934)","Ballad of Narayama, The (Narayama Bushiko) (1958);;Stonewall (1995);;Goonies, The (1985);;Gremlins (1984);;Lover's Knot (1996)"
951,"880,830,872,823,2697","Island of Dr. Moreau, The (1996);;First Wives Club, The (1996);;Aiqing wansui (1994);;Collectionneuse, La (1967);;My Son the Fanatic (1998)",His Girl Friday (1940),"Island of Dr. Moreau, The (1996);;First Wives Club, The (1996);;Aiqing wansui (1994);;Collectionneuse, La (1967);;My Son the Fanatic (1998)"
